time,latitude,longitude,depth_km,mag,event_id,r_km
2023-03-05 19:13:23.826000+00:00,56.9048,-158.0817,5.7,2.6,ak0232y5saci,7.756737350991194
2023-03-05 23:33:20.621000+00:00,56.8915,-158.0316,5.4,2.0,ak0232y8aaqn,10.926929807958674
2023-03-06 01:16:41.820000+00:00,56.9017,-158.1534,2.6,2.1,ak0232zimidy,3.4182801035564183
2023-03-07 06:18:57.011000+00:00,56.8868,-158.168,1.0,2.5,ak0233195hku,3.2740724202555493
2023-03-08 14:47:12.153000+00:00,56.9154,-158.0843,1.0,1.6,ak023331mf6l,7.671306485042394
2023-03-08 16:02:35.331000+00:00,56.8702,-158.116,4.8,1.5,ak023332jog5,6.9174456427109074
2023-03-09 11:41:29.870000+00:00,56.905,-158.1031,5.8,2.1,ak02334nc7z8,6.452709826027966
2023-03-09 12:24:09.675000+00:00,56.9119,-158.0662,1.0,1.8,ak02334ntytt,8.725952426787888
2023-03-09 12:36:09.670000+00:00,56.9155,-158.070666666667,-3.2,1.38,av91093313,8.49590139246747
2023-03-09 13:22:40.510000+00:00,56.8375,-157.998666666667,-3.15,1.35,av91093323,14.911840040285004
2023-03-09 15:46:12.230000+00:00,56.869,-158.149666666667,-2.53,1.11,av91093343,5.465698611358845
2023-03-09 20:14:49.258000+00:00,56.8968,-158.1158,1.0,1.8,ak02334sjdg0,5.766711313016339
2023-03-09 22:01:05.195000+00:00,56.9072,-158.1159,1.0,1.9,ak02334tnd2x,5.674213741704351
2023-03-09 23:06:40.070000+00:00,56.9081666666667,-158.042833333333,-3.2,1.16,av91093358,10.126919696459767
2023-03-10 06:22:08.420000+00:00,56.8686666666667,-158.106333333333,-3.18,1.14,av91093133,7.500880982547324
2023-03-10 13:50:25.800000+00:00,56.87,-158.159,-3.15,1.58,av91093138,5.0181457270578
2023-03-10 14:10:40.970000+00:00,56.8756666666667,-158.137666666667,-3.17,1.17,av91093153,5.4920974856989115
2023-03-10 14:54:32.880000+00:00,56.9106666666667,-158.118833333333,-3.15,1.15,av91093173,5.519774262456965
2023-03-10 22:13:00.053000+00:00,56.9043,-158.0811,1.0,2.4,ak02336h96gr,7.794335948751659
2023-03-11 00:16:29.419000+00:00,56.8519,-158.0929,9.8,2.9,ak02337rps9o,9.280741665106826
2023-03-11 06:58:18.350000+00:00,56.8555,-158.063,-3.2,0.77,av91093528,10.516863454948213
2023-03-11 19:25:32.540000+00:00,56.8891666666667,-158.174333333333,-3.16,0.7,av91799236,2.80958248403027
2023-03-12 02:51:41.028000+00:00,56.8707,-158.0755,2.6,1.2,ak02339gniwj,9.027441241711172
2023-03-12 07:51:04.018000+00:00,56.9235,-158.0982,1.0,1.4,ak02339jmm61,7.0308983290875195
2023-03-12 18:16:22.340000+00:00,56.9113333333333,-158.084666666667,-3.18,0.99,av91094343,7.59954981788372
2023-03-12 18:41:20.840000+00:00,56.843,-158.020666666667,-3.18,0.26,av91094348,13.445697355991085
2023-03-12 19:45:50.837000+00:00,56.9163,-158.071,4.1,1.6,ak02339qqmmw,8.487485040143943
2023-03-12 23:26:46.910000+00:00,56.9143333333333,-158.1065,-3.19,0.72,av91094368,6.316059253271122
2023-03-13 02:57:42.780000+00:00,56.9058333333333,-158.124666666667,-3.2,1.41,av91093938,5.138062008837574
2023-03-13 19:58:51.325000+00:00,56.9085,-158.0251,0.2,2.0,ak0233becrj4,11.207853339413383
2023-03-14 19:57:48.510000+00:00,56.9018,-158.07,0.6,2.1,ak0233d1vw3t,8.480822408947969
2023-03-14 21:54:39.615000+00:00,56.8999,-158.0778,2.3,2.0,ak0233d323h1,8.021028113661163
2023-03-15 11:43:41.930000+00:00,56.9018,-158.1626,3.1,2.0,ak0233ekkr7t,2.8619769087770823
2023-03-15 16:55:47.180000+00:00,56.8713333333333,-158.184833333333,-3.11,0.75,av91094413,4.111100687384122
2023-03-16 03:24:17.940000+00:00,56.8576666666667,-158.059166666667,-3.2,0.5,av91094553,10.591034099380964
2023-03-16 04:42:50.356000+00:00,56.9153,-158.0923,2.7,2.2,ak0233g3xvij,7.1874019702292715
2023-03-16 06:11:55.640000+00:00,56.849,-158.084,-0.52,0.37,av91094598,9.904245821703565
2023-03-16 09:46:44.225000+00:00,56.8844,-158.0673,3.9,1.9,ak0233g6xvtx,8.95841009375605
2023-03-16 13:41:18.052000+00:00,56.9083,-158.07,5.3,2.6,ak0233g9ahso,8.472956040350999
2023-03-16 13:46:27.963000+00:00,56.9139,-158.0938,1.1,2.2,ak0233g9bl0j,7.075603836387719
2023-03-17 03:25:54.931000+00:00,56.8996,-158.0734,0.2,2.1,ak0233hqs5id,8.290998284419402
2023-03-17 07:37:09.459000+00:00,56.8788,-158.1344,0.2,2.0,ak0233ht8cs4,5.45091243161479
2023-03-18 08:08:13.875000+00:00,56.8839,-158.125,6.9,3.0,ak0233jh6xpw,5.670466573680059
2023-03-19 07:30:37.670000+00:00,56.8636666666667,-158.107,-3.2,0.54,av91094933,7.789489157181479
2023-03-19 15:29:46.473000+00:00,56.8976,-158.0731,1.5,1.9,ak0233l90vxi,8.330896810131351
2023-03-19 16:17:07.270000+00:00,56.9018333333333,-158.0585,1.6,0.95,av91094938,9.180427673541333
2023-03-19 20:44:18.930000+00:00,56.909,-158.1197,1.0,1.8,ak0233lc37kt,5.452085437801007
2023-03-19 23:11:56.970000+00:00,56.8795,-158.139,2.86,0.39,av91094948,5.174807180107291
2023-03-19 23:56:13.870000+00:00,56.8823333333333,-157.983,3.94,0.21,av91094953,14.019212890975872
2023-03-20 01:08:55.010000+00:00,56.8733333333333,-158.197833333333,3.1,0.45,av91094973,3.678929006967975
2023-03-20 01:12:11.060000+00:00,56.8695,-158.183166666667,2.59,0.98,av91094978,4.338169573496458
2023-03-20 01:14:59.230000+00:00,56.8875,-158.197666666667,-3.19,0.78,av91094983,2.1517087634299483
2023-03-20 03:40:22.010000+00:00,56.906,-158.053,2.58,0.61,av91094988,9.504400277539597
2023-03-20 04:00:11.320000+00:00,56.867,-158.190333333333,-1.48,0.16,av91095023,4.468003528834853
2023-03-20 06:38:12.030000+00:00,56.8435,-158.044833333333,-0.4,0.82,av91095083,12.179315360474265
2023-03-20 07:33:00.050000+00:00,56.914,-158.017833333333,-2.48,0.93,av91094993,11.681418338235666
2023-03-20 07:34:00.190000+00:00,56.9091666666667,-158.0575,3.35,0.91,av91094998,9.237430075720157
2023-03-20 07:42:05.711000+00:00,56.8543,-158.0541,2.0,1.9,ak0233mrvgs9,11.048803914648884
2023-03-20 08:19:43.650000+00:00,56.919,-157.9995,-2.96,0.38,av91095113,12.846043949050351
2023-03-20 12:10:35.210000+00:00,56.9113333333333,-158.128166666667,4.56,0.38,av91095143,4.962859808834224
2023-03-20 12:46:26.590000+00:00,56.9048333333333,-158.063166666667,2.42,0.77,av91813531,8.885756002057521
